Test_ID,Validity_Label,IsolationForest_Score_SetD,IsolationForest_Flag_SetD,LOF_Score_SetD,LOF_Flag_SetD,IsolationForest_Score_SetA,IsolationForest_Flag_SetA,missing_any,duplicate_measurement_pair,data_quality_issue
TRN-0335,Valid,0.40873294263700827,0,1.0112080674363908,0,0.4634820461432434,0,False,False,False
TRN-0747,Valid,0.4833981879189075,0,1.0227555485979412,0,0.5668036189049847,1,False,False,False
TRN-0065,Valid,0.4443642169839093,0,1.016409776992588,0,0.4739794799244971,0,False,False,False
TRN-0257,Valid,0.6036643510029045,1,0.9911474228987798,0,0.4467374914700792,0,True,False,True
TRN-0443,Valid,0.41123871416913305,0,1.059448443146958,0,0.4621034900858463,0,False,False,False
TRN-0507,Valid,0.4356732774541824,0,1.0468701331433654,0,0.4877175377978559,0,False,False,False
TRN-0943,Valid,0.4151230984739849,0,1.0159558202005265,0,0.4317198086806749,0,False,False,False
TRN-0438,Valid,0.46592773474730714,0,1.0749779885293902,0,0.5379624192357813,1,False,False,False
TRN-0323,Invalid,0.44160577522995775,0,1.1421370521980236,0,0.4917634764640131,0,False,False,False
TRN-0541,Valid,0.4202750081975011,0,0.9662679184154227,0,0.4580850665329799,0,False,False,False
TRN-0513,Valid,0.48976644471717107,0,1.1320137190060866,0,0.5580369756963494,1,False,False,False
TRN-0830,Valid,0.45282272617846125,0,0.9827695822619221,0,0.4994605570686693,0,False,False,False
TRN-0124,Invalid,0.45091557570419183,0,1.4629776972754807,0,0.5017428270288229,1,False,False,False
TRN-0434,Valid,0.5960467644962968,1,0.9738764497103748,0,0.49288864043394587,0,True,False,True
TRN-0742,Valid,0.41249749186759155,0,1.0456548132828363,0,0.4702741659096796,0,False,False,False
TRN-0351,Valid,0.43646106736461415,0,1.101797671178879,0,0.5217118317018062,1,False,False,False
TRN-0736,Valid,0.38812326711473744,0,1.0158748941182405,0,0.4608037196535899,0,False,False,False
TRN-0518,Invalid,0.41493431132536046,0,1.2952249255329351,0,0.4711559526938284,0,False,False,False
TRN-0097,Invalid,0.47062814445416246,0,1.250303633591773,0,0.5348013556874335,1,False,False,False
TRN-0220,Valid,0.39140331237881326,0,0.9791470412972634,0,0.43893361996033553,0,False,False,False
TRN-0713,Valid,0.4480763689292179,0,1.048403423078823,0,0.4980594833838331,0,False,False,False
TRN-0890,Valid,0.41434126156024675,0,1.026254592426662,0,0.4431159980877867,0,False,False,False
TRN-0531,Valid,0.41217503701757874,0,1.0277899028390707,0,0.4531526807425361,0,False,False,False
TRN-0369,Valid,0.3888361706543816,0,1.0359569307008478,0,0.4432320535793654,0,False,False,False
TRN-0781,Valid,0.3942293733231441,0,1.0021145304320833,0,0.4392267911753991,0,False,False,False
TRN-0928,Valid,0.39936170354237466,0,0.9858237334955053,0,0.4479804637574084,0,False,False,False
TRN-0194,Valid,0.4594509979414144,0,1.0885185223554026,0,0.4993468283331424,0,False,False,False
TRN-0743,Invalid,0.494295918477819,0,0.9864085007809388,0,0.4469239622146463,0,False,True,False
TRN-0294,Valid,0.3944964360295029,0,0.9667949474825395,0,0.4562622722802171,0,False,False,False
TRN-0304,Invalid,0.42574044538535816,0,1.1237721961364138,0,0.499336778973285,0,False,False,False
TRN-0382,Valid,0.3957145439648266,0,0.9940211760386377,0,0.44205098726433384,0,False,False,False
TRN-0417,Valid,0.395848569127394,0,0.9893115478675348,0,0.4201880834045135,0,False,False,False
TRN-0297,Valid,0.4685562459336094,0,1.174741243302767,0,0.5151247859544927,1,False,False,False
TRN-0622,Invalid,0.42305274464177317,0,1.173421919276836,0,0.4865445822111378,0,False,False,False
TRN-0563,Valid,0.40239813750684783,0,1.0527882010971998,0,0.46592812370132686,0,False,False,False
TRN-0920,Valid,0.6041905190534267,1,0.9838847663006209,0,0.4239497062915789,0,True,False,True
TRN-0568,Valid,0.4321180621544325,0,1.0671533461837788,0,0.4911086865547743,0,False,False,False
TRN-0227,Valid,0.40475822679229334,0,1.0006165897682568,0,0.45530100007466645,0,False,False,False
TRN-0581,Valid,0.4214893170301872,0,1.0824332400105052,0,0.4766126984688525,0,False,False,False
TRN-0320,Valid,0.46017726869472353,0,1.1548742868382358,0,0.4916949696792414,0,False,False,False
TRN-0167,Invalid,0.5273391511464409,1,1.3454471236951857,0,0.5543523344910769,1,False,False,False
TRN-0450,Valid,0.4425156662359624,0,1.0819425470192379,0,0.4673852430680122,0,False,False,False
TRN-0287,Valid,0.4403234102645196,0,1.0117176718261098,0,0.4884414116964649,0,False,False,False
TRN-0650,Valid,0.41380218567773336,0,1.0275229800434278,0,0.4797356546653225,0,False,False,False
TRN-0901,Valid,0.38736301755643565,0,0.9996854792111476,0,0.4500684843293823,0,False,False,False
TRN-0031,Valid,0.4591583040796519,0,1.1413730979146066,0,0.5158612621645245,1,False,False,False
TRN-0199,Valid,0.41336668837989754,0,1.017105903450838,0,0.41969532938634896,0,False,False,False
TRN-0630,Valid,0.3721150318738782,0,0.9672719501115669,0,0.4156227273403467,0,False,False,False
TRN-0605,Valid,0.413514729205509,0,1.0631914526065287,0,0.4725340780163669,0,False,False,False
TRN-0704,Invalid,0.4444565250646566,0,1.3608005955862974,0,0.4887933555943493,0,False,False,False
TRN-0614,Valid,0.4083278113859077,0,1.0218999769861183,0,0.4635332707827738,0,False,False,False
TRN-0315,Valid,0.3931358860514623,0,1.010843856284233,0,0.4538586656872213,0,False,False,False
TRN-0018,Invalid,0.44439069511062596,0,1.1906367890257386,0,0.5193905368751293,1,False,False,False
TRN-0669,Valid,0.4077574274864929,0,1.037930199542158,0,0.4330034829206314,0,False,False,False
TRN-0168,Invalid,0.49537102532138694,0,0.9790744866077254,0,0.4301438033914636,0,False,True,False
TRN-0397,Valid,0.3843653802790119,0,0.9729612164142555,0,0.42640292356297244,0,False,False,False
TRN-0324,Valid,0.5665964588422094,1,0.9734516514305739,0,0.3991009826271364,0,True,False,True
TRN-0154,Invalid,0.4865920816491763,0,0.9790744866077257,0,0.41199812755796444,0,False,True,False
TRN-0666,Valid,0.444392288365815,0,1.121843962385416,0,0.5160702327820412,1,False,False,False
TRN-0826,Valid,0.38493587979950084,0,0.9693992710515381,0,0.4411863955335,0,False,False,False
TRN-0131,Valid,0.378579803254945,0,0.963725019372886,0,0.4052117559594091,0,False,False,False
TRN-0206,Valid,0.39470648802417974,0,1.000151259475536,0,0.4439309508028506,0,False,False,False
TRN-0641,Valid,0.4048731120821157,0,1.0079946970861997,0,0.4326069441330507,0,False,False,False
TRN-0478,Valid,0.38582362106222545,0,0.9714797031176599,0,0.4211721229143336,0,False,False,False
TRN-0026,Valid,0.3914061430080842,0,1.022111783850424,0,0.4361482927202575,0,False,False,False
TRN-0363,Valid,0.400020780076486,0,1.0094198235980005,0,0.44976572729623016,0,False,False,False
TRN-0430,Valid,0.36582842059567094,0,0.974730420121402,0,0.4023967794970751,0,False,False,False
TRN-0936,Valid,0.42880111264565796,0,1.0514877832437466,0,0.49600612594625765,0,False,False,False
TRN-0129,Valid,0.5972542991331976,1,0.9765570046210599,0,0.4363155424311536,0,True,False,True
TRN-0688,Valid,0.38106352090224294,0,1.0007850344205864,0,0.4305766257021582,0,False,False,False
TRN-0157,Valid,0.39625839926640877,0,1.0147460829823527,0,0.44468703548018557,0,False,False,False
TRN-0422,Valid,0.40851129592498436,0,1.0412547586140293,0,0.46968755525176337,0,False,False,False
TRN-0561,Invalid,0.4029820165580927,0,1.0742061696293224,0,0.4658767134295801,0,False,False,False
TRN-0281,Valid,0.39601294049720354,0,1.016485225014287,0,0.42170104652025175,0,False,False,False
TRN-0108,Invalid,0.4381687976020473,0,1.3003373961542795,0,0.4810316392100337,0,False,False,False
TRN-0332,Valid,0.39186408433621106,0,1.0271752844420838,0,0.4461618917033652,0,False,False,False
TRN-0185,Invalid,0.482568848340409,0,0.9864085007809388,0,0.4298900284953199,0,False,True,False
TRN-0746,Valid,0.39692141117882374,0,0.9855167951749897,0,0.4399342618220032,0,False,False,False
TRN-0656,Valid,0.445192841450121,0,1.111536827860308,0,0.4816157385354388,0,False,False,False
TRN-0270,Valid,0.37988836420841576,0,0.9867215474516218,0,0.4242417675194882,0,False,False,False
TRN-0462,Valid,0.4269940813024396,0,0.9958580089351591,0,0.4895851875453226,0,False,False,False
TRN-0245,Valid,0.4033883238733295,0,0.9945864459344318,0,0.4341841230377528,0,False,False,False
TRN-0986,Valid,0.39315859234906164,0,1.0197656215274806,0,0.45073171980993865,0,False,False,False
TRN-0905,Valid,0.3769144299987072,0,1.011570355502864,0,0.4325091029372553,0,False,False,False
TRN-0355,Valid,0.42426754646014575,0,1.0513724154097888,0,0.4742166701517394,0,False,False,False
TRN-0684,Valid,0.37894962583280345,0,0.9771318260008746,0,0.42088348119155145,0,False,False,False
TRN-0433,Valid,0.3797153455607579,0,0.9681252279717333,0,0.43165603755132936,0,False,False,False
TRN-0205,Valid,0.40471023388907845,0,1.048240733619431,0,0.46533833912543177,0,False,False,False
TRN-0806,Valid,0.41652660983206075,0,1.0378301586089325,0,0.4866896107391565,0,False,False,False
TRN-0177,Valid,0.4168719839761828,0,1.0155025051040139,0,0.4695437224324319,0,False,False,False
TRN-0744,Valid,0.4779990109552866,0,1.1823301249497633,0,0.5432414557733846,1,False,False,False
TRN-0295,Valid,0.4030228068750369,0,1.0061189496548533,0,0.44535348379013734,0,False,False,False
TRN-0948,Valid,0.4020678991451747,0,1.0423866339845838,0,0.4448007044381471,0,False,False,False
TRN-0844,Valid,0.38365050503517345,0,0.9806307237478908,0,0.42064302110562396,0,False,False,False
TRN-0035,Valid,0.3836542400373774,0,0.9990536110034233,0,0.4363280217681472,0,False,False,False
TRN-0971,Valid,0.3985497134137893,0,1.0124972991275951,0,0.4567616009403213,0,False,False,False
TRN-0455,Valid,0.404375230061643,0,0.9815740051250341,0,0.4568641304498689,0,False,False,False
TRN-0792,Valid,0.4184673271978892,0,1.0499304129371747,0,0.47137272015080567,0,False,False,False
TRN-0662,Valid,0.40832284012637104,0,0.9947861849098798,0,0.4708158967591018,0,False,False,False
TRN-0266,Valid,0.3903247668537969,0,0.997343931204103,0,0.4332095787281424,0,False,False,False
TRN-0326,Valid,0.4521205512719903,0,1.045258575299665,0,0.49540019963951154,0,False,False,False
TRN-0173,Valid,0.4118761684177754,0,0.9767777403089457,0,0.46556671009916517,0,False,False,False
TRN-0473,Valid,0.3787852651384077,0,0.9907975320273696,0,0.42124970363385184,0,False,False,False
TRN-0759,Valid,0.380635794992511,0,0.9677157578916422,0,0.4166925199615505,0,False,False,False
TRN-0090,Valid,0.38579716305570844,0,1.0053238646231502,0,0.4391584273991289,0,False,False,False
TRN-0346,Invalid,0.47438900114425453,0,0.9864085007809388,0,0.42158421087401615,0,False,True,False
TRN-0250,Valid,0.3888747236040758,0,1.0745447284693495,0,0.4477774910579807,0,False,False,False
TRN-0585,Valid,0.4347345998495486,0,1.079943085310142,0,0.45041918660941815,0,False,False,False
TRN-0057,Valid,0.4987359111412745,0,1.267160145752563,0,0.495626372224492,0,False,False,False
TRN-0187,Valid,0.4373989078895421,0,0.9954187344524259,0,0.4787190704540406,0,False,False,False
TRN-0557,Invalid,0.45519210989398495,0,1.3363285957639766,0,0.5037695755757846,1,False,False,False
TRN-0098,Valid,0.37327820371525383,0,0.9851624938416641,0,0.40667819912384506,0,False,False,False
TRN-0734,Invalid,0.4210881038083946,0,1.1667579318958672,0,0.4864131111035616,0,False,False,False
TRN-0718,Invalid,0.5995444826390931,1,2.368254545274831,1,0.4553488800031427,0,True,False,True
TRN-0389,Valid,0.40720939371448817,0,1.0503436578370535,0,0.45442198983859317,0,False,False,False
TRN-0680,Valid,0.38189155583749845,0,1.0001586721544147,0,0.4188889000419007,0,False,False,False
TRN-0709,Valid,0.5009364753899007,1,1.2258680478636568,0,0.5703373045717568,1,False,False,False
TRN-0406,Invalid,0.4265348984660602,0,1.3461744440784322,0,0.4889420166953394,0,False,False,False
TRN-0496,Valid,0.4115587494589586,0,1.046239128856437,0,0.4928845142548028,0,False,False,False
TRN-0500,Valid,0.38720001464291115,0,1.0068842618981968,0,0.4246379458078547,0,False,False,False
TRN-0238,Valid,0.4079506892262098,0,1.0120529237930929,0,0.4714635409862813,0,False,False,False
TRN-0494,Valid,0.3837850050799643,0,0.9859069896629282,0,0.4157900774052525,0,False,False,False
TRN-0597,Valid,0.40468036248468175,0,0.9714067439636935,0,0.4460891283182429,0,False,False,False
TRN-0749,Valid,0.36643162183271744,0,0.9725121969678142,0,0.42203638065549975,0,False,False,False
TRN-0973,Valid,0.38694426474907107,0,1.0014142567912498,0,0.4289167320494416,0,False,False,False
TRN-0995,Valid,0.5997460870254705,1,0.9874233353574329,0,0.4574455237642004,0,True,False,True
TRN-0420,Valid,0.3996460153235058,0,1.0200897396184136,0,0.4461080909889945,0,False,False,False
TRN-0621,Valid,0.4300968774075628,0,1.0271177144079222,0,0.4723687795649207,0,False,False,False
TRN-0128,Valid,0.42674276129160604,0,0.9736997899117792,0,0.45369006958052505,0,False,False,False
TRN-0436,Valid,0.45907312572241127,0,1.1403308320678023,0,0.5443291603063303,1,False,False,False
TRN-0733,Valid,0.4112513036316236,0,0.9949398386362992,0,0.4606714329168856,0,False,False,False
TRN-0451,Valid,0.41483578770858764,0,1.0522021663684291,0,0.46332466407849615,0,False,False,False
TRN-0061,Valid,0.41154836845042175,0,0.9910610111850693,0,0.46720330234990276,0,False,False,False
TRN-0051,Valid,0.5110138762591918,1,1.1463928580620761,0,0.555439105506862,1,False,False,False
TRN-0093,Valid,0.39894751247314053,0,1.0569491980988222,0,0.4499192990409126,0,False,False,False
TRN-0457,Valid,0.3924527659715932,0,1.0131682082444893,0,0.44595945787589925,0,False,False,False
TRN-0939,Valid,0.37286538206503006,0,0.9725417982954958,0,0.40735138705722,0,False,False,False
TRN-0872,Invalid,0.6011653187169318,1,1.910041458268518,1,0.47112015166093496,0,True,False,True
TRN-0652,Invalid,0.6323339622676535,1,10.682891935132421,1,0.5269272737103522,1,False,False,False
TRN-0084,Valid,0.4108198820514477,0,1.0307463727023087,0,0.4813564473639488,0,False,False,False
TRN-0461,Valid,0.40902301334411767,0,1.0079794449337651,0,0.47556874151166034,0,False,False,False
TRN-0615,Valid,0.38409779840612057,0,0.9536371010319369,0,0.4240535779866959,0,False,False,False
TRN-0828,Valid,0.6010261671356243,1,1.0232282048575476,0,0.42375308697991043,0,True,False,True
TRN-0082,Valid,0.3823620944906733,0,0.982093048032653,0,0.4239751689361465,0,False,False,False
TRN-0969,Valid,0.613178060275066,1,1.004723272327191,0,0.4653511453507244,0,True,False,True
TRN-0675,Valid,0.4023415004361756,0,0.9919185994450601,0,0.4429640885752056,0,False,False,False
TRN-0458,Invalid,0.4181332935741756,0,1.2969995610930347,0,0.48590040612331886,0,False,False,False
TRN-0190,Valid,0.46453380742284167,0,1.1747450257685395,0,0.4773879870529347,0,False,False,False
TRN-0202,Invalid,0.5025372348621456,1,2.0969866657115412,1,0.5312060386453855,1,False,False,False
TRN-0068,Valid,0.41304302096667833,0,1.066863030101799,0,0.4903734306800062,0,False,False,False
TRN-0214,Valid,0.41764188964399085,0,1.0661361260482844,0,0.4772640152818319,0,False,False,False
TRN-0477,Valid,0.41086482538874514,0,1.0080445404872473,0,0.4535312741898195,0,False,False,False
TRN-0394,Valid,0.40718821647357756,0,1.024780746808831,0,0.4649020100346788,0,False,False,False
TRN-0530,Valid,0.4022606646901568,0,1.0048650746499268,0,0.4554040194265462,0,False,False,False
TRN-0037,Valid,0.4216205022085087,0,1.0914742457607198,0,0.45296716940587406,0,False,False,False
TRN-0267,Invalid,0.5021828931306913,1,0.9895013747690647,0,0.4699270476077808,0,False,True,False
TRN-0440,Valid,0.42385756199359514,0,1.0894043676515284,0,0.505488414650649,1,False,False,False
TRN-0697,Valid,0.38044664175097465,0,0.9709173559623091,0,0.41447016030275274,0,False,False,False
TRN-0974,Valid,0.38157454904987564,0,0.9858637004340212,0,0.4262115136221067,0,False,False,False
TRN-0869,Valid,0.4007364762236069,0,0.9823392351440454,0,0.44371430386053906,0,False,False,False
TRN-0025,Invalid,0.44121901508002387,0,1.1065025221915996,0,0.48157170924854414,0,False,False,False
TRN-0523,Invalid,0.49260125128780463,0,2.2976123653889706,1,0.585823648118192,1,False,False,False
TRN-0172,Valid,0.3919019909383017,0,0.9805705392512648,0,0.4347716621991662,0,False,False,False
TRN-0723,Valid,0.3923662366403156,0,0.9842584087746774,0,0.43661702880759773,0,False,False,False
TRN-0041,Valid,0.3903824702386551,0,0.9912021742894306,0,0.4438809288224437,0,False,False,False
TRN-0958,Valid,0.38848347674739486,0,1.012635573490555,0,0.4475059100859238,0,False,False,False
TRN-0364,Valid,0.41321593678947915,0,1.0126961612719625,0,0.4645156307474042,0,False,False,False
TRN-0553,Valid,0.4069155486647732,0,1.0286745466095915,0,0.46564889762266387,0,False,False,False
TRN-0253,Valid,0.47097662117866335,0,1.2214310595141968,0,0.5094190938190049,1,False,False,False
TRN-0566,Valid,0.39050410709242733,0,0.9823565023783573,0,0.43378261020384784,0,False,False,False
TRN-0777,Valid,0.4504068762088208,0,1.1621693334079835,0,0.5210391849128755,1,False,False,False
TRN-0485,Valid,0.4216928270037821,0,1.026453737549875,0,0.48293057479088797,0,False,False,False
TRN-0076,Invalid,0.4728468755254156,0,1.3697668308595354,0,0.5054183768990607,1,False,False,False
TRN-0234,Valid,0.4448988448791495,0,0.9746492004246419,0,0.4919088017893936,0,False,False,False
TRN-0176,Valid,0.39671501780773427,0,1.0663863780349114,0,0.4678370111216282,0,False,False,False
TRN-0931,Valid,0.4048300095998208,0,1.0032568367395296,0,0.4654450185539568,0,False,False,False
TRN-0945,Invalid,0.47834208041762516,0,0.9905013229245789,0,0.41428081696597835,0,False,True,False
TRN-0715,Valid,0.3843035687900525,0,0.973393444344586,0,0.4147605578393332,0,False,False,False
TRN-0103,Valid,0.38900695944299724,0,0.9819337265595867,0,0.4360694698256468,0,False,False,False
TRN-0522,Valid,0.3871145950940961,0,0.9872244468756174,0,0.4254012095437578,0,False,False,False
TRN-0612,Valid,0.4398848170530395,0,1.1338045461900363,0,0.5038775120059754,1,False,False,False
TRN-0706,Valid,0.39439792747411817,0,0.9811431078926072,0,0.4527738559410165,0,False,False,False
TRN-0409,Valid,0.4312588180339388,0,1.0586883934577063,0,0.47358426411782195,0,False,False,False
TRN-0741,Valid,0.4010524727535244,0,0.9859496071103617,0,0.4527540297789158,0,False,False,False
TRN-0162,Valid,0.5102425190858146,1,1.364496572514245,0,0.5643959151526199,1,False,False,False
TRN-0980,Valid,0.47573050632932545,0,1.1841030478448409,0,0.4990767889259169,0,False,False,False
TRN-0072,Valid,0.43057614572799735,0,1.0763652961333725,0,0.5006021584817514,1,False,False,False
TRN-0670,Valid,0.38581431780377423,0,0.983004315415046,0,0.42987701906938747,0,False,False,False
TRN-0884,Valid,0.3757090919967178,0,0.9697359352138525,0,0.41758678645815417,0,False,False,False
TRN-0765,Invalid,0.4315240101485965,0,1.2567512374373608,0,0.48128746481331264,0,False,False,False
TRN-0208,Valid,0.40121209847397915,0,0.9916848310244614,0,0.44246542434100694,0,False,False,False
TRN-0116,Valid,0.3788004835125355,0,0.9835525057511585,0,0.4151411043710563,0,False,False,False
TRN-0807,Valid,0.3830759101738761,0,0.9737931580926695,0,0.42353675178042693,0,False,False,False
TRN-0515,Valid,0.45217974733129956,0,1.0476513235827025,0,0.49995988930022994,0,False,False,False
TRN-0771,Valid,0.39911583463232914,0,0.9928160607515346,0,0.4542693645060567,0,False,False,False
TRN-0252,Valid,0.44101375033693846,0,0.9977438454443298,0,0.4779317582845277,0,False,False,False
TRN-0762,Valid,0.5014556511834051,1,1.256646242858024,0,0.5219322342276961,1,False,False,False
TRN-0722,Valid,0.3904253947724681,0,0.9800058987768331,0,0.4495372264689497,0,False,False,False
TRN-0309,Valid,0.4525614739676246,0,1.0478418359401571,0,0.4727024508191347,0,False,False,False
TRN-0454,Valid,0.3759555209630342,0,1.0028473598597452,0,0.41148922511931185,0,False,False,False
TRN-0312,Valid,0.41873917642065883,0,1.0905753879208997,0,0.5018881706161976,1,False,False,False
TRN-0191,Valid,0.3852325839247112,0,0.9778908582731909,0,0.4445289010105682,0,False,False,False
TRN-0913,Valid,0.4117935410244988,0,1.0311433015739564,0,0.45894568838377126,0,False,False,False
TRN-0426,Valid,0.3982995876974947,0,1.051629818045793,0,0.44593682386293026,0,False,False,False
TRN-0286,Valid,0.4194059084126001,0,1.0808476823162292,0,0.4978106824661461,0,False,False,False
TRN-0400,Valid,0.3768190353127227,0,0.982619878992109,0,0.4185126187760012,0,False,False,False
TRN-0498,Valid,0.49516505093366253,0,1.152016884015532,0,0.5421552078233884,1,False,False,False
TRN-0379,Valid,0.4040376456229798,0,1.0269916135933888,0,0.44893359468391536,0,False,False,False
TRN-0120,Invalid,0.6140350278740097,1,2.2020765743181747,1,0.5108610017618904,1,True,False,True
TRN-0062,Valid,0.41406065747016085,0,1.063377174324761,0,0.48331894097206246,0,False,False,False
TRN-0216,Valid,0.4507181905709948,0,1.0262873825566734,0,0.5229084220437091,1,False,False,False
TRN-0246,Valid,0.4576517512628096,0,1.1142759085190705,0,0.4922145119315121,0,False,False,False
TRN-0303,Valid,0.37821693847084703,0,0.9621468886732725,0,0.4153610298089792,0,False,False,False
TRN-0213,Valid,0.4553173475710619,0,1.0830134867645422,0,0.48864884012300647,0,False,False,False
TRN-0156,Valid,0.37409192148115566,0,0.9703434831944449,0,0.4051046581054664,0,False,False,False
TRN-0703,Valid,0.38415822694064733,0,0.9684159303519653,0,0.42322382786781415,0,False,False,False
TRN-0702,Valid,0.41210210142410814,0,1.0283500189727768,0,0.46480324048779775,0,False,False,False
TRN-0784,Valid,0.41774280053739116,0,1.0462205717668371,0,0.4873605615165283,0,False,False,False
TRN-0929,Invalid,0.48253412208777674,0,1.222850374171649,0,0.529826027775535,1,False,False,False
TRN-0997,Valid,0.39185901475868745,0,0.9920280215542521,0,0.4291392839461566,0,False,False,False
TRN-0368,Valid,0.3894214977743344,0,0.9984635408414931,0,0.43277666070851734,0,False,False,False
TRN-0015,Valid,0.41877375417687485,0,1.003965207252346,0,0.47319826444657204,0,False,False,False
TRN-0342,Valid,0.3904228417126715,0,0.9518329554876033,0,0.4369875745097407,0,False,False,False
TRN-0435,Valid,0.40248628905831524,0,1.0014954405608265,0,0.47087985327854315,0,False,False,False
TRN-0219,Valid,0.4206030099393815,0,0.9999490012141529,0,0.4804281387891136,0,False,False,False
